train_number,train_name,train_type,corridor_id,source_code,dest_code,run_days,corridor_stops,train_gap_coverage_potential
13043,Howrah - Raxaul Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"wed,fri",HWH(--/23:00) -> SKG(00:51/00:51),44 mins
13044,Raxaul - Howrah Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"thu,sat",SKG(10:02/10:02) -> HWH(12:15/--),53 mins
13045,Mayurakshi Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/16:25) -> SKG(18:10/18:10),42 mins
13046,Mayurakshi Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(09:29/09:29) -> HWH(11:35/--),50 mins
13047,Vibhuti Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/19:55) -> SKG(20:45/20:45),20 mins
13048,Vibhuti Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(06:01/06:01) -> HWH(07:35/--),37 mins
13051,Netaji Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/21:55) -> SKG(22:46/22:46),20 mins
13052,Netaji Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(06:29/06:29) -> HWH(08:05/--),38 mins
13053,Kulik Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/08:55) -> SKG(10:33/10:33),39 mins
13054,Kulik Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(12:58/12:58) -> HWH(15:20/--),56 mins
13065,Howrah - Anand Vihar Terminal Amrit Bharat Express,Amrit Bharat Express,hwh_skg_line,HWH,SKG,thu,HWH(--/23:10) -> SKG(00:54/00:54),41 mins
13066,Anand Vihar Terminal - Howrah Amrit Bharat Express,Amrit Bharat Express,hwh_skg_line,SKG,HWH,sat,SKG(08:07/08:07) -> HWH(10:50/--),65 mins
13071,Howrah - Jamalpur Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/21:30) -> SKG(22:16/22:16),18 mins
13072,Jamalpur - Howrah Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(03:56/03:56) -> HWH(05:35/--),39 mins
13427,Sahibganj Intercity Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/13:45) -> SKG(15:28/15:28),41 mins
13428,Howrah Intercity Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(09:47/09:47) -> HWH(12:10/--),57 mins
15235,Darbhanga Weekly Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,sat,HWH(--/11:15) -> SKG(12:02/12:02),18 mins
15236,Howrah Weekly Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,fri,SKG(01:16/01:16) -> HWH(03:05/--),43 mins
15271,Muzaffarpur Jan Sadharan Express,Mail/Express,hwh_skg_line,HWH,SKG,wed,HWH(--/11:15) -> SKG(12:02/12:02),18 mins
15272,Howrah Jan Sadharan Express,Mail/Express,hwh_skg_line,SKG,HWH,tue,SKG(01:16/01:16) -> HWH(03:05/--),43 mins
20975,Chambal Express,Superfast Express,hwh_skg_line,HWH,SKG,tue,HWH(--/17:45) -> SKG(18:46/18:46),24 mins
20976,Chambal Express,SUPERFAST,hwh_skg_line,SKG,HWH,thu,SKG(05:26/05:26) -> HWH(06:55/--),35 mins
22301,Howrah - New Jalpaiguri Vande Bharat Express,Vande Bharat Express,hwh_skg_line,HWH,SKG,"mon,tue,thu,fri,sat,sun",HWH(--/05:55) -> SKG(06:46/06:46),20 mins
22302,New Jalpaiguri - Howrah Vande Bharat Express,Vande Bharat Express,hwh_skg_line,SKG,HWH,"mon,tue,thu,fri,sat,sun",SKG(21:08/21:08) -> HWH(22:30/--),32 mins
22303,Howrah - Gaya Vande Bharat Express,Vande Bharat Express,hwh_skg_line,HWH,SKG,"mon,tue,wed,fri,sat,sun",HWH(--/06:45) -> SKG(07:29/07:29),17 mins
22304,Gaya - Howrah Vande Bharat Express,Vande Bharat Express,hwh_skg_line,SKG,HWH,"mon,tue,wed,fri,sat,sun",SKG(20:04/20:04) -> HWH(21:10/--),26 mins
22307,Bikaner SF Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,thu,fri",HWH(--/23:30) -> SKG(00:16/00:16),18 mins
22308,Howrah SF Express,SUPERFAST,hwh_skg_line,SKG,HWH,"wed,sat,sun",SKG(03:16/03:16) -> HWH(04:55/--),39 mins
22309,Howrah - Jamalpur Vande Bharat Express,Vande Bharat Express,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,sat,sun",HWH(--/07:45) -> SKG(08:35/08:35),20 mins
22310,Jamalpur - Howrah Vande Bharat Express,Vande Bharat Express,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,sat,sun",SKG(20:47/20:47) -> HWH(22:05/--),31 mins
22317,Sealdah - Jammu Tawi Humsafar Express,Humsafar Express,hwh_skg_line,HWH,SKG,mon,HWH(13:13/13:13) -> SKG(14:20/14:20),26 mins
22318,Jammu Tawi - Sealdah Humsafar Express,Humsafar Express,hwh_skg_line,SKG,HWH,wed,SKG(15:51/15:51) -> HWH(17:26/17:26),38 mins
22321,Hool Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/06:55) -> SKG(08:11/08:11),30 mins
22322,Hool Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(16:06/16:06) -> HWH(18:00/--),45 mins
22347,Howrah - Patna Vande Bharat Express,Vande Bharat Express,hwh_skg_line,HWH,SKG,"mon,tue,thu,fri,sat,sun",HWH(--/15:50) -> SKG(16:36/16:36),18 mins
22348,Patna - Howrah Vande Bharat Express,Vande Bharat Express,hwh_skg_line,SKG,HWH,"mon,tue,thu,fri,sat,sun",SKG(13:26/13:26) -> HWH(14:35/--),27 mins
22387,Black Diamond Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/06:15) -> SKG(07:39/07:39),33 mins
22388,Black Diamond Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(19:25/19:25) -> HWH(21:30/--),50 mins
22587,Sealdah - Banaras Amrit Bharat Express,Amrit Bharat Express,hwh_skg_line,HWH,SKG,"mon,wed,sat",HWH(19:32/19:32) -> SKG(20:28/20:28),22 mins
22588,Banaras - Sealdah Amrit Bharat Express,Amrit Bharat Express,hwh_skg_line,SKG,HWH,"tue,fri,sun",SKG(08:14/08:14) -> HWH(09:51/09:51),38 mins
22911,Shipra Express,SUPERFAST,hwh_skg_line,SKG,HWH,"tue,thu,sat",SKG(05:26/05:26) -> HWH(06:55/--),35 mins
22912,Shipra Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,thu,sat",HWH(--/17:45) -> SKG(18:46/18:46),24 mins
36811,Howrah - Barddhaman Local via-Chord Line,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/04:00) -> SKG(05:42/05:43),40 mins
36812,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(03:05/03:05) -> HWH(05:05/--),48 mins
36813,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/04:55) -> SKG(06:34/06:35),39 mins
36814,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(04:06/04:07) -> HWH(06:10/--),49 mins
36815,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/06:10) -> SKG(07:58/07:59),43 mins
36816,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(05:06/05:07) -> HWH(07:10/--),49 mins
36817,Howrah-Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/07:15) -> SKG(09:07/09:08),44 mins
36818,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(05:41/05:42) -> HWH(07:45/--),49 mins
36819,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/08:25) -> SKG(10:10/10:11),42 mins
36820,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(06:11/06:12) -> HWH(08:15/--),49 mins
36821,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/09:30) -> SKG(11:14/11:15),41 mins
36822,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(06:51/06:52) -> HWH(08:55/--),49 mins
36823,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/10:17) -> SKG(11:58/11:59),40 mins
36824,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(07:16/07:17) -> HWH(09:10/--),45 mins
36825,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/11:22) -> SKG(13:12/13:13),44 mins
36826,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(07:41/07:42) -> HWH(09:35/--),45 mins
36827,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/12:00) -> SKG(13:56/13:57),46 mins
36828,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(08:21/08:22) -> HWH(10:15/--),45 mins
36829,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/13:20) -> SKG(15:09/15:10),43 mins
36830,Barddhaman - Howrah Chord Line Super Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(08:46/08:46) -> HWH(10:05/--),31 mins
36831,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/14:45) -> SKG(16:26/16:27),40 mins
36832,Howrah BWN-HWH CHORD LOCAL,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(09:25/09:26) -> HWH(11:25/--),47 mins
36833,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/15:35) -> SKG(17:21/17:22),42 mins
36834,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(10:16/10:17) -> HWH(12:05/--),43 mins
36835,Howrah - Barddhaman Chord Line Super Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/17:27) -> SKG(18:43/18:43),30 mins
36836,Barddhaman - Howrah Chord Line Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(11:23/11:24) -> HWH(13:15/--),44 mins
36837,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/17:33) -> SKG(19:22/19:23),43 mins
36838,Barddhaman - Howrah Chord Line Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(11:58/11:59) -> HWH(14:18/--),55 mins
36839,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/18:10) -> SKG(19:55/19:56),42 mins
36840,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(13:16/13:17) -> HWH(15:15/--),47 mins
36841,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/18:30) -> SKG(20:22/20:23),44 mins
36842,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(14:32/14:33) -> HWH(16:25/--),44 mins
36843,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/18:57) -> SKG(20:55/20:56),47 mins
36844,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(15:37/15:38) -> HWH(17:30/--),44 mins
36845,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/19:40) -> SKG(21:31/21:32),44 mins
36846,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(17:07/17:08) -> HWH(19:05/--),46 mins
36847,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/20:20) -> SKG(22:15/22:16),46 mins
36848,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(18:01/18:02) -> HWH(19:55/--),45 mins
36849,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/21:10) -> SKG(23:03/23:04),45 mins
36850,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(18:56/18:57) -> HWH(20:47/--),44 mins
36851,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/21:40) -> SKG(23:29/23:30),43 mins
36852,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(19:31/19:32) -> HWH(21:40/--),51 mins
36853,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/22:10) -> SKG(23:56/23:57),42 mins
36854,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(20:11/20:12) -> HWH(22:10/--),47 mins
36855,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/23:15) -> SKG(01:06/01:07),44 mins
36856,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(20:41/20:42) -> HWH(22:35/--),45 mins
36858,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(21:11/21:12) -> HWH(23:10/--),47 mins
36860,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(22:21/22:22) -> HWH(00:10/--),43 mins
37811,Howrah - Barddhaman Local via-Main Line,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/04:15) -> SKG(06:13/06:14),47 mins
37812,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(03:16/03:17) -> HWH(05:27/--),52 mins
37813,Howrah - Barddhaman Local via-Main Line,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/05:00) -> SKG(06:57/06:58),46 mins
37814,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(04:16/04:17) -> HWH(06:35/--),55 mins
37815,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/05:15) -> SKG(07:14/07:15),47 mins
37816,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(05:16/05:17) -> HWH(07:28/--),52 mins
37817,Howrah - Barddhaman Local via-Main Line,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/06:20) -> SKG(08:22/08:23),48 mins
37818,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(05:51/05:52) -> HWH(08:12/--),56 mins
37819,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/07:00) -> SKG(08:58/08:59),47 mins
37820,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(06:20/06:21) -> HWH(08:31/--),52 mins
37821,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/08:05) -> SKG(10:03/10:04),47 mins
37822,Barddhaman - Howrah Main Line Super Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(06:45/06:45) -> HWH(08:30/--),42 mins
37823,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/09:00) -> SKG(11:04/11:05),49 mins
37824,Barddhaman - Howrah Galloping Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(07:26/07:27) -> HWH(09:40/--),53 mins
37825,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/10:05) -> SKG(12:11/12:12),50 mins
37826,Barddhaman - Howrah Galloping Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(07:51/07:52) -> HWH(09:52/--),48 mins
37827,Howrah - Barddhaman Local via-Main Line,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/11:30) -> SKG(13:35/13:36),50 mins
37828,Barddhaman - Howrah Galloping Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(08:32/08:33) -> HWH(10:40/--),50 mins
37829,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/12:30) -> SKG(14:32/14:33),48 mins
37830,Barddhaman - Howrah Galloping Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(09:01/09:02) -> HWH(11:10/--),51 mins
37831,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/14:20) -> SKG(16:18/16:19),47 mins
37832,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(10:09/10:10) -> HWH(12:40/--),60 mins
37833,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,sat,HWH(--/14:52) -> SKG(16:51/16:52),47 mins
37834,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(11:33/11:34) -> HWH(13:50/--),54 mins
37835,Howrah - Barddhaman Galloping local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sun",HWH(--/14:55) -> SKG(16:51/16:52),46 mins
37836,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(12:36/12:37) -> HWH(14:46/--),51 mins
37837,Howrah - Barddhaman Galloping local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/15:40) -> SKG(17:35/17:36),46 mins
37838,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(13:51/13:52) -> HWH(16:12/--),56 mins
37839,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/16:45) -> SKG(18:44/18:45),47 mins
37840,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(15:21/15:22) -> HWH(17:37/--),54 mins
37841,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/17:35) -> SKG(19:33/19:34),47 mins
37842,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(16:41/16:42) -> HWH(19:00/--),55 mins
37843,Howrah - Barddhaman Main Line Super Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/17:55) -> SKG(19:40/19:40),42 mins
37844,Barddhaman - Howrah Galloping Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sun",SKG(17:36/17:37) -> HWH(19:49/--),52 mins
37845,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat",HWH(--/18:05) -> SKG(20:06/20:07),48 mins
37846,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,sat,SKG(17:36/17:37) -> HWH(19:49/--),52 mins
37847,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/18:35) -> SKG(20:33/20:34),47 mins
37848,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(18:11/18:12) -> HWH(20:22/--),52 mins
37849,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/19:00) -> SKG(20:46/20:46),42 mins
37850,Barddhaman - Howrah Local via-Main Line,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(18:51/18:52) -> HWH(20:59/--),50 mins
37851,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/19:10) -> SKG(21:07/21:08),46 mins
37852,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(20:01/20:02) -> HWH(22:18/--),54 mins
37853,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/20:20) -> SKG(22:34/22:35),53 mins
37854,Barddhaman - Howrah Local,SUBURBAN,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(20:51/20:52) -> HWH(23:17/--),58 mins
37855,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/20:52) -> SKG(22:53/22:54),48 mins
37857,Howrah - Barddhaman Local,SUBURBAN,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/22:10) -> SKG(00:09/00:10),47 mins
53047,Viswabharati Fast Passenger,PASSENGER,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/16:40) -> SKG(18:27/18:27),42 mins
53048,Viswabharati Fast Passenger,PASSENGER,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(07:58/07:58) -> HWH(10:10/--),52 mins
63501,Howrah - Barddhaman Fast MEMU,MEMU,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/01:30) -> SKG(03:08/03:08),39 mins
63502,Barddhaman - Howrah MEMU,MEMU,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(22:09/22:10) -> HWH(00:15/--),50 mins
763,Renigunta - Nischintapur Express,PARCEL EXPRESS,sdah_knj_line,SDAH,KNJ,thu,SDAH(14:58/14:58) -> RHA(01:56/01:56) -> KNJ(02:57/02:57),24 mins
13103,Bhagirathi Express,MAIL EXPRESS,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/18:20) -> RHA(19:48/19:50) -> KNJ(20:12/20:14),8 mins
13104,Bhagirathi Express,MAIL EXPRESS,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(08:02/08:04) -> RHA(08:34/08:40) -> SDAH(10:25/--),42 mins
13115,Sealdah - Jalpaiguri Road Humsafar Express,Humsafar Express,sdah_knj_line,SDAH,KNJ,fri,SDAH(--/23:40) -> RHA(00:50/00:52) -> KNJ(01:26/01:28),13 mins
13116,Jalpaiguri Road - Sealdah Humsafar Express,Humsafar Express,sdah_knj_line,KNJ,SDAH,sat,KNJ(05:12/05:14) -> RHA(06:08/06:10) -> SDAH(08:10/--),48 mins
31801,Sealdah - Krishnanagar City Matribhoomi Ladies Special Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat",SDAH(--/17:05) -> RHA(18:56/18:57) -> KNJ(19:29/--),12 mins
31802,Krishnanagar City - Sealdah Matribhoomi Ladies Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat",KNJ(--/08:40) -> RHA(09:11/09:12) -> SDAH(11:00/--),43 mins
31811,Sealdah - Krishnanagar City Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/03:20) -> RHA(05:12/05:14) -> KNJ(05:48/--),13 mins
31812,Krishnanagar City - Sealdah Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/04:20) -> RHA(04:57/04:58) -> SDAH(06:46/--),43 mins
